cik,ticker,company_name,fiscal_year,revenue,net_income,operating_income,total_assets,total_liabilities,shareholders_equity,cash_and_equivalents,operating_cash_flow,capital_expenditure,free_cash_flow,diluted_eps,shares_outstanding,source_filed_date,source_form
0001045810,NVDA,NVIDIA CORP,2026,60922000000.0,29760000000.0,32972000000.0,111601000000.0,32274000000.0,22101000000.0,8589000000.0,28090000000.0,,,1.19,24300000000.0,2026-02-25,10-K
